setting,language,domain,role,category,severity,count,turns,total_sims
L2 Interaction,Thai,airline,agent,incorrect_interpretation,critical,56,604,150
L2 Interaction,Thai,airline,agent,incorrect_interpretation,benign,30,604,150
L2 Interaction,Thai,airline,agent,premature_termination,critical,30,604,150
L2 Interaction,Thai,airline,agent,premature_termination,benign,2,604,150
L2 Interaction,Thai,airline,agent,inconsistent_behavior,critical,11,604,150
L2 Interaction,Thai,airline,agent,inconsistent_behavior,benign,9,604,150
L2 Interaction,Thai,airline,agent,hallucination,critical,4,604,150
L2 Interaction,Thai,airline,agent,hallucination,benign,8,604,150
L2 Interaction,Thai,airline,agent,wrong_sequence,critical,8,604,150
L2 Interaction,Thai,airline,agent,wrong_sequence,benign,3,604,150
L2 Interaction,Thai,airline,agent,tool_call_argument_error,critical,7,604,150
L2 Interaction,Thai,airline,agent,tool_call_argument_error,benign,6,604,150
L2 Interaction,Thai,airline,agent,irrelevant_tool_call,critical,0,604,150
L2 Interaction,Thai,airline,agent,irrelevant_tool_call,benign,4,604,150
L2 Interaction,Thai,airline,agent,tool_call_schema_error,critical,2,604,150
L2 Interaction,Thai,airline,agent,tool_call_schema_error,benign,2,604,150
L2 Interaction,Thai,airline,agent,revealed_info_early,critical,0,604,150
L2 Interaction,Thai,airline,agent,revealed_info_early,benign,1,604,150
L2 Interaction,Thai,airline,agent,other,critical,0,604,150
L2 Interaction,Thai,airline,agent,other,benign,0,604,150
L2 Interaction,Thai,airline,agent,interruption_error,critical,0,604,150
L2 Interaction,Thai,airline,agent,interruption_error,benign,0,604,150
L2 Interaction,Thai,airline,user,outcome,critical,42,584,150
L2 Interaction,Thai,airline,user,outcome,benign,45,584,150
L2 Interaction,Thai,airline,user,outcome,correct,63,584,150
L2 Interaction,Thai,airline,user,guideline_violation,critical,19,584,150
L2 Interaction,Thai,airline,user,guideline_violation,benign,25,584,150
L2 Interaction,Thai,airline,user,missed_required_action,critical,2,584,150
L2 Interaction,Thai,airline,user,missed_required_action,benign,0,584,150
L2 Interaction,Thai,airline,user,incorrect_interpretation,critical,2,584,150
L2 Interaction,Thai,airline,user,incorrect_interpretation,benign,9,584,150
L2 Interaction,Thai,airline,user,premature_termination,critical,12,584,150
L2 Interaction,Thai,airline,user,premature_termination,benign,15,584,150
L2 Interaction,Thai,airline,user,inconsistent_behavior,critical,15,584,150
L2 Interaction,Thai,airline,user,inconsistent_behavior,benign,28,584,150
L2 Interaction,Thai,airline,user,hallucination,critical,31,584,150
L2 Interaction,Thai,airline,user,hallucination,benign,24,584,150
L2 Interaction,Thai,airline,user,wrong_sequence,critical,0,584,150
L2 Interaction,Thai,airline,user,wrong_sequence,benign,0,584,150
L2 Interaction,Thai,airline,user,tool_call_argument_error,critical,0,584,150
L2 Interaction,Thai,airline,user,tool_call_argument_error,benign,0,584,150
L2 Interaction,Thai,airline,user,irrelevant_tool_call,critical,0,584,150
L2 Interaction,Thai,airline,user,irrelevant_tool_call,benign,0,584,150
L2 Interaction,Thai,airline,user,tool_call_schema_error,critical,0,584,150
L2 Interaction,Thai,airline,user,tool_call_schema_error,benign,0,584,150
L2 Interaction,Thai,airline,user,revealed_info_early,critical,0,584,150
L2 Interaction,Thai,airline,user,revealed_info_early,benign,2,584,150
L2 Interaction,Thai,airline,user,other,critical,0,584,150
L2 Interaction,Thai,airline,user,other,benign,0,584,150
L2 Interaction,Thai,airline,user,interruption_error,critical,0,584,150
L2 Interaction,Thai,airline,user,interruption_error,benign,0,584,150
L2 Interaction,Indonesian,airline,agent,outcome,critical,88,652,150
L2 Interaction,Indonesian,airline,agent,outcome,benign,18,652,150
L2 Interaction,Indonesian,airline,agent,outcome,correct,44,652,150
L2 Interaction,Indonesian,airline,agent,guideline_violation,critical,89,652,150
L2 Interaction,Indonesian,airline,agent,guideline_violation,benign,31,652,150
L2 Interaction,Indonesian,airline,agent,missed_required_action,critical,74,652,150
L2 Interaction,Indonesian,airline,agent,missed_required_action,benign,15,652,150
L2 Interaction,Indonesian,airline,agent,incorrect_interpretation,critical,47,652,150
L2 Interaction,Indonesian,airline,agent,incorrect_interpretation,benign,33,652,150
L2 Interaction,Indonesian,airline,agent,premature_termination,critical,21,652,150
L2 Interaction,Indonesian,airline,agent,premature_termination,benign,1,652,150
L2 Interaction,Indonesian,airline,agent,inconsistent_behavior,critical,6,652,150
L2 Interaction,Indonesian,airline,agent,inconsistent_behavior,benign,15,652,150
L2 Interaction,Indonesian,airline,agent,hallucination,critical,6,652,150
L2 Interaction,Indonesian,airline,agent,hallucination,benign,5,652,150
L2 Interaction,Indonesian,airline,agent,wrong_sequence,critical,3,652,150
L2 Interaction,Indonesian,airline,agent,wrong_sequence,benign,4,652,150
L2 Interaction,Indonesian,airline,agent,tool_call_argument_error,critical,4,652,150
L2 Interaction,Indonesian,airline,agent,tool_call_argument_error,benign,6,652,150
L2 Interaction,Indonesian,airline,agent,irrelevant_tool_call,critical,0,652,150
L2 Interaction,Indonesian,airline,agent,irrelevant_tool_call,benign,4,652,150
L2 Interaction,Indonesian,airline,agent,tool_call_schema_error,critical,0,652,150
L2 Interaction,Indonesian,airline,agent,tool_call_schema_error,benign,2,652,150
L2 Interaction,Indonesian,airline,agent,revealed_info_early,critical,1,652,150
L2 Interaction,Indonesian,airline,agent,revealed_info_early,benign,0,652,150
L2 Interaction,Indonesian,airline,agent,other,critical,0,652,150
L2 Interaction,Indonesian,airline,agent,other,benign,1,652,150
L2 Interaction,Indonesian,airline,agent,interruption_error,critical,0,652,150
L2 Interaction,Indonesian,airline,agent,interruption_error,benign,0,652,150
L2 Interaction,Indonesian,airline,user,outcome,critical,36,644,150
L2 Interaction,Indonesian,airline,user,outcome,benign,49,644,150
L2 Interaction,Indonesian,airline,user,outcome,correct,65,644,150
L2 Interaction,Indonesian,airline,user,guideline_violation,critical,15,644,150
L2 Interaction,Indonesian,airline,user,guideline_violation,benign,30,644,150
L2 Interaction,Indonesian,airline,user,missed_required_action,critical,0,644,150
L2 Interaction,Indonesian,airline,user,missed_required_action,benign,1,644,150
L2 Interaction,Indonesian,airline,user,incorrect_interpretation,critical,2,644,150
L2 Interaction,Indonesian,airline,user,incorrect_interpretation,benign,4,644,150
L2 Interaction,Indonesian,airline,user,premature_termination,critical,11,644,150
L2 Interaction,Indonesian,airline,user,premature_termination,benign,9,644,150
L2 Interaction,Indonesian,airline,user,inconsistent_behavior,critical,17,644,150
L2 Interaction,Indonesian,airline,user,inconsistent_behavior,benign,42,644,150
L2 Interaction,Indonesian,airline,user,hallucination,critical,19,644,150
L2 Interaction,Indonesian,airline,user,hallucination,benign,37,644,150
L2 Interaction,Indonesian,airline,user,wrong_sequence,critical,0,644,150
L2 Interaction,Indonesian,airline,user,wrong_sequence,benign,1,644,150
L2 Interaction,Indonesian,airline,user,tool_call_argument_error,critical,0,644,150
L2 Interaction,Indonesian,airline,user,tool_call_argument_error,benign,0,644,150
L2 Interaction,Indonesian,airline,user,irrelevant_tool_call,critical,0,644,150
L2 Interaction,Indonesian,airline,user,irrelevant_tool_call,benign,0,644,150
L2 Interaction,Indonesian,airline,user,tool_call_schema_error,critical,0,644,150
L2 Interaction,Indonesian,airline,user,tool_call_schema_error,benign,0,644,150
L2 Interaction,Indonesian,airline,user,revealed_info_early,critical,0,644,150
L2 Interaction,Indonesian,airline,user,revealed_info_early,benign,0,644,150
L2 Interaction,Indonesian,airline,user,other,critical,0,644,150
L2 Interaction,Indonesian,airline,user,other,benign,0,644,150
L2 Interaction,Indonesian,airline,user,interruption_error,critical,0,644,150
L2 Interaction,Indonesian,airline,user,interruption_error,benign,0,644,150
L2 Interaction,Chinese,airline,agent,outcome,critical,90,626,150
L2 Interaction,Chinese,airline,agent,outcome,benign,18,626,150
L2 Interaction,Chinese,airline,agent,outcome,correct,42,626,150
L2 Interaction,Chinese,airline,agent,guideline_violation,critical,85,626,150
L2 Interaction,Chinese,airline,agent,guideline_violation,benign,27,626,150
L2 Interaction,Chinese,airline,agent,missed_required_action,critical,85,626,150
L2 Interaction,Chinese,airline,agent,missed_required_action,benign,20,626,150
L2 Interaction,Chinese,airline,agent,incorrect_interpretation,critical,46,626,150
L2 Interaction,Chinese,airline,agent,incorrect_interpretation,benign,38,626,150
L2 Interaction,Chinese,airline,agent,premature_termination,critical,18,626,150
L2 Interaction,Chinese,airline,agent,premature_termination,benign,0,626,150
L2 Interaction,Chinese,airline,agent,inconsistent_behavior,critical,5,626,150
L2 Interaction,Chinese,airline,agent,inconsistent_behavior,benign,7,626,150
L2 Interaction,Chinese,airline,agent,hallucination,critical,9,626,150
L2 Interaction,Chinese,airline,agent,hallucination,benign,1,626,150
L2 Interaction,Chinese,airline,agent,wrong_sequence,critical,11,626,150
L2 Interaction,Chinese,airline,agent,wrong_sequence,benign,4,626,150
L2 Interaction,Chinese,airline,agent,tool_call_argument_error,critical,3,626,150
L2 Interaction,Chinese,airline,agent,tool_call_argument_error,benign,7,626,150
L2 Interaction,Chinese,airline,agent,irrelevant_tool_call,critical,0,626,150
L2 Interaction,Chinese,airline,agent,irrelevant_tool_call,benign,2,626,150
L2 Interaction,Chinese,airline,agent,tool_call_schema_error,critical,0,626,150
L2 Interaction,Chinese,airline,agent,tool_call_schema_error,benign,1,626,150
L2 Interaction,Chinese,airline,agent,revealed_info_early,critical,1,626,150
L2 Interaction,Chinese,airline,agent,revealed_info_early,benign,0,626,150
L2 Interaction,Chinese,airline,agent,other,critical,1,626,150
L2 Interaction,Chinese,airline,agent,other,benign,3,626,150
L2 Interaction,Chinese,airline,agent,interruption_error,critical,0,626,150
L2 Interaction,Chinese,airline,agent,interruption_error,benign,0,626,150
L2 Interaction,Chinese,airline,user,outcome,critical,44,574,150
L2 Interaction,Chinese,airline,user,outcome,benign,51,574,150
L2 Interaction,Chinese,airline,user,outcome,correct,55,574,150
L2 Interaction,Chinese,airline,user,guideline_violation,critical,28,574,150
L2 Interaction,Chinese,airline,user,guideline_violation,benign,23,574,150
L2 Interaction,Chinese,airline,user,missed_required_action,critical,1,574,150
L2 Interaction,Chinese,airline,user,missed_required_action,benign,2,574,150
L2 Interaction,Chinese,airline,user,incorrect_interpretation,critical,3,574,150
L2 Interaction,Chinese,airline,user,incorrect_interpretation,benign,9,574,150
L2 Interaction,Chinese,airline,user,premature_termination,critical,11,574,150
L2 Interaction,Chinese,airline,user,premature_termination,benign,18,574,150
L2 Interaction,Chinese,airline,user,inconsistent_behavior,critical,25,574,150
L2 Interaction,Chinese,airline,user,inconsistent_behavior,benign,35,574,150
L2 Interaction,Chinese,airline,user,hallucination,critical,23,574,150
L2 Interaction,Chinese,airline,user,hallucination,benign,31,574,150
L2 Interaction,Chinese,airline,user,wrong_sequence,critical,0,574,150
L2 Interaction,Chinese,airline,user,wrong_sequence,benign,0,574,150
L2 Interaction,Chinese,airline,user,tool_call_argument_error,critical,0,574,150
L2 Interaction,Chinese,airline,user,tool_call_argument_error,benign,0,574,150
L2 Interaction,Chinese,airline,user,irrelevant_tool_call,critical,0,574,150
L2 Interaction,Chinese,airline,user,irrelevant_tool_call,benign,0,574,150
L2 Interaction,Chinese,airline,user,tool_call_schema_error,critical,0,574,150
L2 Interaction,Chinese,airline,user,tool_call_schema_error,benign,0,574,150
L2 Interaction,Chinese,airline,user,revealed_info_early,critical,0,574,150
L2 Interaction,Chinese,airline,user,revealed_info_early,benign,1,574,150
L2 Interaction,Chinese,airline,user,other,critical,0,574,150
L2 Interaction,Chinese,airline,user,other,benign,2,574,150
L2 Interaction,Chinese,airline,user,interruption_error,critical,0,574,150
L2 Interaction,Chinese,airline,user,interruption_error,benign,0,574,150
L2 Interaction,Filipino,airline,agent,outcome,critical,94,677,150
L2 Interaction,Filipino,airline,agent,outcome,benign,18,677,150
L2 Interaction,Filipino,airline,agent,outcome,correct,38,677,150
L2 Interaction,Filipino,airline,agent,guideline_violation,critical,110,677,150
L2 Interaction,Filipino,airline,agent,guideline_violation,benign,28,677,150
L2 Interaction,Filipino,airline,agent,missed_required_action,critical,90,677,150
L2 Interaction,Filipino,airline,agent,missed_required_action,benign,25,677,150
L2 Interaction,Filipino,airline,agent,incorrect_interpretation,critical,46,677,150
L2 Interaction,Filipino,airline,agent,incorrect_interpretation,benign,36,677,150
L2 Interaction,Filipino,airline,agent,premature_termination,critical,25,677,150
L2 Interaction,Filipino,airline,agent,premature_termination,benign,1,677,150
L2 Interaction,Filipino,airline,agent,inconsistent_behavior,critical,5,677,150
L2 Interaction,Filipino,airline,agent,inconsistent_behavior,benign,3,677,150
L2 Interaction,Filipino,airline,agent,hallucination,critical,8,677,150
L2 Interaction,Filipino,airline,agent,hallucination,benign,5,677,150
L2 Interaction,Filipino,airline,agent,wrong_sequence,critical,7,677,150
L2 Interaction,Filipino,airline,agent,wrong_sequence,benign,3,677,150
L2 Interaction,Filipino,airline,agent,tool_call_argument_error,critical,1,677,150
L2 Interaction,Filipino,airline,agent,tool_call_argument_error,benign,4,677,150
L2 Interaction,Filipino,airline,agent,irrelevant_tool_call,critical,0,677,150
L2 Interaction,Filipino,airline,agent,irrelevant_tool_call,benign,0,677,150
L2 Interaction,Filipino,airline,agent,tool_call_schema_error,critical,0,677,150
L2 Interaction,Filipino,airline,agent,tool_call_schema_error,benign,4,677,150
L2 Interaction,Filipino,airline,agent,revealed_info_early,critical,2,677,150
L2 Interaction,Filipino,airline,agent,revealed_info_early,benign,2,677,150
L2 Interaction,Filipino,airline,agent,other,critical,0,677,150
L2 Interaction,Filipino,airline,agent,other,benign,0,677,150
L2 Interaction,Filipino,airline,agent,interruption_error,critical,0,677,150
L2 Interaction,Filipino,airline,agent,interruption_error,benign,0,677,150
L2 Interaction,Filipino,airline,user,outcome,critical,53,654,150
L2 Interaction,Filipino,airline,user,outcome,benign,36,654,150
L2 Interaction,Filipino,airline,user,outcome,correct,61,654,150
L2 Interaction,Filipino,airline,user,guideline_violation,critical,26,654,150
L2 Interaction,Filipino,airline,user,guideline_violation,benign,31,654,150
L2 Interaction,Filipino,airline,user,missed_required_action,critical,2,654,150
L2 Interaction,Filipino,airline,user,missed_required_action,benign,1,654,150
L2 Interaction,Filipino,airline,user,incorrect_interpretation,critical,11,654,150
L2 Interaction,Filipino,airline,user,incorrect_interpretation,benign,7,654,150
L2 Interaction,Filipino,airline,user,premature_termination,critical,8,654,150
L2 Interaction,Filipino,airline,user,premature_termination,benign,10,654,150
L2 Interaction,Filipino,airline,user,inconsistent_behavior,critical,25,654,150
L2 Interaction,Filipino,airline,user,inconsistent_behavior,benign,31,654,150
L2 Interaction,Filipino,airline,user,hallucination,critical,39,654,150
L2 Interaction,Filipino,airline,user,hallucination,benign,23,654,150
L2 Interaction,Filipino,airline,user,wrong_sequence,critical,0,654,150
L2 Interaction,Filipino,airline,user,wrong_sequence,benign,0,654,150
L2 Interaction,Filipino,airline,user,tool_call_argument_error,critical,0,654,150
L2 Interaction,Filipino,airline,user,tool_call_argument_error,benign,0,654,150
L2 Interaction,Filipino,airline,user,irrelevant_tool_call,critical,0,654,150
L2 Interaction,Filipino,airline,user,irrelevant_tool_call,benign,0,654,150
L2 Interaction,Filipino,airline,user,tool_call_schema_error,critical,0,654,150
L2 Interaction,Filipino,airline,user,tool_call_schema_error,benign,0,654,150
L2 Interaction,Filipino,airline,user,revealed_info_early,critical,0,654,150
L2 Interaction,Filipino,airline,user,revealed_info_early,benign,2,654,150
L2 Interaction,Filipino,airline,user,other,critical,1,654,150
L2 Interaction,Filipino,airline,user,other,benign,0,654,150
L2 Interaction,Filipino,airline,user,interruption_error,critical,0,654,150
L2 Interaction,Filipino,airline,user,interruption_error,benign,0,654,150
L2 Interaction,Vietnamese,retail,agent,outcome,critical,109,1736,342
L2 Interaction,Vietnamese,retail,agent,outcome,benign,78,1736,342
L2 Interaction,Vietnamese,retail,agent,outcome,correct,155,1736,342
L2 Interaction,Vietnamese,retail,agent,guideline_violation,critical,99,1736,342
L2 Interaction,Vietnamese,retail,agent,guideline_violation,benign,80,1736,342
L2 Interaction,Vietnamese,retail,agent,missed_required_action,critical,78,1736,342
L2 Interaction,Vietnamese,retail,agent,missed_required_action,benign,62,1736,342
L2 Interaction,Vietnamese,retail,agent,incorrect_interpretation,critical,32,1736,342
L2 Interaction,Vietnamese,retail,agent,incorrect_interpretation,benign,54,1736,342
L2 Interaction,Vietnamese,retail,agent,premature_termination,critical,5,1736,342
L2 Interaction,Vietnamese,retail,agent,premature_termination,benign,2,1736,342
L2 Interaction,Vietnamese,retail,agent,inconsistent_behavior,critical,17,1736,342
L2 Interaction,Vietnamese,retail,agent,inconsistent_behavior,benign,24,1736,342
L2 Interaction,Vietnamese,retail,agent,hallucination,critical,9,1736,342
L2 Interaction,Vietnamese,retail,agent,hallucination,benign,12,1736,342
L2 Interaction,Vietnamese,retail,agent,wrong_sequence,critical,24,1736,342
L2 Interaction,Vietnamese,retail,agent,wrong_sequence,benign,24,1736,342
L2 Interaction,Vietnamese,retail,agent,tool_call_argument_error,critical,7,1736,342
L2 Interaction,Vietnamese,retail,agent,tool_call_argument_error,benign,9,1736,342
L2 Interaction,Vietnamese,retail,agent,irrelevant_tool_call,critical,1,1736,342
L2 Interaction,Vietnamese,retail,agent,irrelevant_tool_call,benign,3,1736,342
